hydro,pathway,subpathway,query,gene
A_Alkanes,A_Auxiliar alkane gene,A_Auxiliar alkane gene,O85764,A_ssuD
A_Alkanes,A_Auxiliar alkane gene,A_Auxiliar alkane gene,P12693,A_alkH_ald
A_Alkanes,A_Auxiliar alkane gene,A_Auxiliar alkane gene,P17051,A_alkS
A_Alkanes,A_Auxiliar alkane gene,A_Auxiliar alkane gene,P40402,A_ssuD
A_Alkanes,A_Auxiliar alkane gene,A_Auxiliar alkane gene,Q00593,A_alkJ_adh
A_Alkanes,A_Auxiliar alkane gene,A_Auxiliar alkane gene,Q0VKZ4,A_alkS
A_Alkanes,A_Auxiliar alkane gene,A_Auxiliar alkane gene,Q9HYG2,A_ssuD
A_Alkanes,A_Auxiliar alkane gene,A_Auxiliar alkane gene,Q9L4M7,A_alkS
A_Alkanes,A_Auxiliar alkane gene,A_Auxiliar alkane gene,Q9WWW2,A_alkJ_adh
A_Alkanes,A_Finnerty pathway,A_Finnerty pathway,BAB33284.1,B_alkMa
A_Alkanes,A_Finnerty pathway,A_Finnerty pathway,BAB33287.1,B_alkMb
A_Alkanes,A_Finnerty pathway,A_Finnerty pathway,Q02UU0,B_ahpC
A_Alkanes,A_Finnerty pathway,A_Finnerty pathway,Q9I6Z2,B_ahpF
A_Alkanes,A_Hydrocarbon uptake,A_Hydrocarbon uptake,P0A901,C_blc
A_Alkanes,A_Hydrocarbon uptake,A_Hydrocarbon uptake,P10384,C_FadL
A_Alkanes,A_Hydrocarbon uptake,A_Hydrocarbon uptake,Q00595,C_alkL
A_Alkanes,A_Hydrocarbon uptake,A_Hydrocarbon uptake,Q08790,C_blc
A_Alkanes,A_Hydrocarbon uptake,A_Hydrocarbon uptake,Q0VTI9,C_alkN_mcp
A_Alkanes,A_Hydrocarbon uptake,A_Hydrocarbon uptake,Q9R9U8,C_alkN_mcp
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,A3U3H1,D_BVMO
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,A7HU16,D_BVMO
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,Q0SJK6,D_prmD
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,Q0SJK7,D_prmC
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,Q0SJK8,D_prmB
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,Q0SJK9,D_prmA
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,Q768T2,D_prmD
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,Q768T3,D_prmC
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,Q768T4,D_prmB
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,Q768T5,D_prmA
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,Q88J44,D_BVMO
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,Q93TJ5,D_BVMO
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,Q9I3H5,D_BVMO
A_Alkanes,A_Subterminal oxidation,A_Subterminal oxidation,U5S003,D_BVMO
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,A4IU28,E_LadA
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,A5H9N6,E_almA
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,C0LMW6 ,E_alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,D0Q1H3,E_CYP450
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,D2JNY2,E_alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,G3EIL3,E_alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,GOM1,E_almA
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,K0C9K7,E_alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,K0CFH5,E_almA
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,L7QFU8,E_CYP153
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,O31250,E_alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P00272,E_alkF_rubA_rdx
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P0A4E9,E_alkF_rubA_rdx
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P0A4F1,E_alkF_rubA_rdx
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P12015,E_CHMO
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P12691,E_alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P12692,E_alkF_rubA_rdx
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P16496,E_CYP450
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P17052,E_alkT_rubB_rdxR
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P27353,E_mmoX
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P27354,E_mmoY
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P27355,E_mmoZ
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P27356,E_mmoB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,P42453,E_alkF_rubA_rdx
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q0VKZ2,E_alkF_rubA_rdx
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q0VKZ3,E_alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q0VTA9,E_alkF_rubA_rdx
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q0VTB0,E_alkT_rubB_rdxR
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q0VTH3,E_alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q607G3,E_pmoA1
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q6B431,E_alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q6F7T9,E_almA
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q6H941,E_alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q8KQE7,E_bmoZ
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q8KQE9,E_bmoY
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q8KQF0,E_bmoX
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9HTK7,E_alkF_rubA_rdx
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9HTK8,E_alkF_rubA_rdx
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9HTK9,E_alkT_rubB_rdxR
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9I0R2,E_alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9L4M8,E_alkT_rubB_rdxR
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9WWW4,E_alkF_rubA_rdx
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9WWW5,E_alkF_rubA_rdx
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9WWW6,E_alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q53563,mmoC
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,C3W4W7,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,E7D4Q3,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,G1C7J8,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q08KE7,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q93DM7,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q93DN5,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q93JS1,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q93JS2,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q93UQ1,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9AE68,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9AFD5,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9XAU0,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9XAV1,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q9XBM1,alkB
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,A5H9N8,almA
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,A5H9P0,almA
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,E3UUD9,almA
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,G1C7M4,almA
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,L7QFU8,CYP153
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q11ZY2,CYP450
A_Alkanes,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q6RCE3,CYP450
C_Aromatics,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q6RXW0,chnE
C_Aromatics,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q6RXW1,chnB
C_Aromatics,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q6RXW2,chnC
C_Aromatics,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q6RXW3,chnD
C_Aromatics,A_Terminal/biterminal oxidation,A_Terminal/biterminal oxidation,Q6TMA3,chnA
B_Alkenes,B_2-methylpropene degradation,B_2-methylpropene degradation,Q3YAT3,A_mpdB
B_Alkenes,B_2-methylpropene degradation,B_2-methylpropene degradation,Q3YAT5,A_mpdC
B_Alkenes,B_Ethene and chloroethene degradation,B_Ethene and chloroethene degradation,Q6XBI9,B_etnE
B_Alkenes,B_Isoprene degradation,B_Isoprene degradation,Q9RBN7,C_isoF
B_Alkenes,B_Isoprene degradation,B_Isoprene degradation,Q9RBN8,C_isoE
B_Alkenes,B_Isoprene degradation,B_Isoprene degradation,Q9RBN9,C_isoD
B_Alkenes,B_Isoprene degradation,B_Isoprene degradation,Q9RBP0,C_isoC
B_Alkenes,B_Isoprene degradation,B_Isoprene degradation,Q9RBP1,C_isoB
B_Alkenes,B_Isoprene degradation,B_Isoprene degradation,Q9RBP2,C_isoA
B_Alkenes,B_Isoprene degradation,B_Isoprene degradation,Q9RBP4,C_isoI
B_Alkenes,B_Isoprene degradation,B_Isoprene degradation,Q9RBP5,C_isoH
B_Alkenes,B_Propene degradation,B_Propene degradation,A7IPX7,D_xamoF
B_Alkenes,B_Propene degradation,B_Propene degradation,O87082,D_xamoA
B_Alkenes,B_Propene degradation,B_Propene degradation,Q56837,D_xecA
B_Alkenes,B_Propene degradation,B_Propene degradation,Q56839,D_xecC
B_Alkenes,B_Propene degradation,B_Propene degradation,Q56840,D_xecD
B_Alkenes,B_Propene degradation,B_Propene degradation,Q56841,D_xecE1
B_Alkenes,B_Propene degradation,B_Propene degradation,Q9ZET3,D_xamoE
B_Alkenes,B_Propene degradation,B_Propene degradation,Q9ZET4,D_xamoD
B_Alkenes,B_Propene degradation,B_Propene degradation,Q9ZET5,D_xamoC
B_Alkenes,B_Propene degradation,B_Propene degradation,Q9ZET6,D_xamoB
